Matemática,Lenguaje,Ciencias,NEM,Colegio_Egreso,Sexo,Nota,asi_Cod
665,651,710,723,Subvencionado,M,5.7,520145
624,759,629,532,Subvencionado,M,2.7,510145
682,581,663,702,Privado,F,4.6,530024
810,625,715,743,Privado,M,5.9,520145
679,721,705,722,Subvencionado,M,3.8,510145
701,607,605,598,Subvencionado,M,4.0,510145
641,596,649,682,Municipalizado,M,3.4,510145
609,590,534,639,Municipalizado,M,1.9,520145
640,626,646,662,Subvencionado,M,4.9,530024
696,692,727,681,Subvencionado,M,5.6,530024
774,576,645,640,Privado,M,3.4,510145
626,619,616,620,Subvencionado,M,3.3,510145
718,581,602,599,Subvencionado,M,4.1,520145
701,701,701,702,Privado,M,4.4,520145
636,534,592,599,Subvencionado,M,4.1,520145
829,779,725,741,Subvencionado,M,6.0,510145
661,590,602,598,Privado,M,4.2,510145
646,545,594,661,Municipalizado,F,4.6,510145
593,504,655,660,Municipalizado,M,4.7,510145
626,547,548,600,Subvencionado,M,3.5,530024
582,639,621,703,Subvencionado,F,2.5,510145
831,756,681,660,Subvencionado,M,1.0,530024
626,457,562,763,Municipalizado,M,4.8,520145
588,558,549,578,Subvencionado,F,3.2,520145
755,596,682,597,Municipalizado,M,4.7,520145
652,692,652,580,Subvencionado,F,5.6,510145
637,608,606,681,Subvencionado,M,4.0,530024
716,597,684,476,Municipalizado,M,4.5,510145
812,682,616,701,Privado,M,3.3,510145
734,766,666,701,Privado,F,4.3,530024
562,633,582,597,Municipalizado,M,1.0,520145
696,638,668,783,Subvencionado,M,5.0,520145
605,532,491,601,Municipalizado,M,4.0,510145
596,576,602,723,Subvencionado,F,2.8,510145
597,563,595,723,Municipalizado,M,5.5,510145
688,576,596,723,Municipalizado,M,4.0,520145
695,546,630,476,Subvencionado,M,3.5,520145
646,607,585,598,Municipalizado,F,3.0,510145
696,626,682,579,Subvencionado,M,4.6,520145
632,625,602,600,Subvencionado,M,3.4,520145
665,626,540,785,Subvencionado,M,5.6,520145
651,557,591,537,Subvencionado,M,3.0,520145
630,528,607,660,Subvencionado,F,2.0,510145
733,722,690,805,Privado,F,6.0,530024
597,569,558,661,Subvencionado,M,2.4,510145
751,558,727,639,Subvencionado,M,4.0,510145
684,786,668,744,Subvencionado,F,5.4,510145
592,551,584,641,Subvencionado,M,1.2,520145
620,601,581,598,Municipalizado,M,3.6,510145
641,683,578,577,Subvencionado,M,1.0,520145
670,557,582,640,Subvencionado,M,4.0,520145
631,625,640,682,Municipalizado,M,2.1,520145
637,593,527,620,Subvencionado,M,2.0,530024
677,571,734,722,Subvencionado,M,4.2,510145
685,617,562,495,Municipalizado,M,5.7,510145
639,659,703,660,Municipalizado,M,4.0,510145
711,616,644,659,Subvencionado,F,1.0,520145
623,541,578,475,Municipalizado,M,2.4,510145
670,519,566,620,Subvencionado,M,4.2,520145
811,732,621,661,Privado,M,4.0,510145
810,779,706,702,Privado,M,6.1,530024
690,626,682,763,Privado,M,4.0,520145
771,645,566,641,Subvencionado,M,4.4,510145
604,501,618,578,Subvencionado,M,1.4,510145
624,639,664,661,Privado,M,3.0,520145
576,527,592,701,Municipalizado,F,5.1,530024
688,650,651,701,Subvencionado,M,3.3,520145
627,611,701,682,Municipalizado,M,3.6,520145
632,537,602,682,Privado,F,2.6,520145
712,614,647,642,Municipalizado,F,4.0,520145
642,547,657,620,Privado,M,4.8,530024
645,632,523,620,Subvencionado,M,3.7,520145
636,602,574,619,Privado,M,1.0,510145
668,665,683,680,Privado,F,5.3,520145
630,541,556,556,Municipalizado,M,4.0,510145
592,504,657,661,Municipalizado,M,4.3,520145
625,580,654,517,Municipalizado,M,1.0,520145
609,638,628,702,Municipalizado,M,1.0,510145
683,757,648,683,Subvencionado,M,4.0,520145
702,580,641,455,Municipalizado,M,3.3,510145
752,619,614,742,Privado,M,4.2,510145
688,674,596,681,Municipalizado,M,5.1,520145
694,666,645,578,Privado,M,4.2,510145
649,556,596,682,Municipalizado,M,4.3,530024
688,638,727,701,Municipalizado,M,4.7,520145
647,607,628,599,Privado,M,4.5,520145
774,699,693,662,Municipalizado,M,5.5,520145
624,652,574,620,Subvencionado,M,2.1,510145
672,552,657,476,Privado,M,5.5,510145
679,646,597,640,Subvencionado,M,4.6,510145
737,700,797,805,Subvencionado,M,5.5,520145
618,602,585,703,Municipalizado,M,4.0,510145
605,604,611,701,Municipalizado,F,4.4,510145
732,702,666,763,Privado,F,5.1,520145
631,540,558,557,Municipalizado,M,4.0,510145
681,625,638,681,Municipalizado,M,4.2,520145
628,658,592,742,Subvencionado,M,4.2,520145
650,584,651,539,Subvencionado,M,1.0,510145
544,498,498,723,Municipalizado,M,2.7,520145
661,524,644,640,Subvencionado,M,4.1,530024
718,590,684,661,Privado,M,4.0,510145
623,530,613,639,Municipalizado,M,2.2,510145
713,606,624,619,Subvencionado,M,4.0,520145
639,495,585,476,Municipalizado,F,1.4,520145
733,568,669,763,Subvencionado,F,5.4,510145
829,625,627,578,Subvencionado,M,4.2,520145
695,644,647,681,Privado,F,5.7,530024
772,592,664,683,Subvencionado,M,3.2,520145
849,618,610,619,Privado,M,4.5,510145
692,562,641,641,Subvencionado,M,3.5,520145
650,585,652,539,Subvencionado,M,1.0,520145
701,667,599,701,Subvencionado,M,4.0,510145
736,666,645,682,Subvencionado,F,4.8,510145
612,639,614,640,Privado,F,4.9,510145
675,512,627,660,Subvencionado,M,6.2,520145
752,757,733,744,Subvencionado,M,6.2,520145
712,601,632,537,Privado,M,4.3,520145
717,596,692,723,Municipalizado,M,3.3,510145
687,720,683,724,Subvencionado,F,4.5,510145
619,586,584,683,Subvencionado,M,2.1,510145
678,596,668,522,Municipalizado,M,1.8,510145
630,601,579,701,Privado,F,4.0,510145
676,566,684,640,Privado,M,3.0,510145
712,490,582,434,Municipalizado,M,5.1,520145
584,556,591,598,Subvencionado,F,2.5,520145
635,586,630,683,Subvencionado,M,5.1,510145
690,660,622,701,Privado,M,4.5,520145
612,537,592,620,Municipalizado,M,3.4,530024
689,659,681,579,Subvencionado,M,2.9,530024
637,681,637,600,Subvencionado,M,2.5,520145
717,682,765,702,Privado,M,5.0,520145
773,576,646,643,Privado,M,4.4,530024
732,614,628,682,Subvencionado,F,5.3,510145
811,633,671,516,Municipalizado,M,4.0,520145
639,659,702,662,Municipalizado,M,2.8,510145
649,542,604,578,Subvencionado,M,1.0,520145
717,624,657,620,Privado,M,4.0,510145
595,619,486,639,Subvencionado,M,1.3,520145
772,693,740,701,Privado,M,4.9,530024
649,606,566,599,Subvencionado,M,2.4,520145
656,638,622,598,Subvencionado,M,1.0,530024
756,711,702,743,Subvencionado,F,4.9,520145
666,657,579,703,Privado,F,4.8,510145
672,658,625,578,Subvencionado,F,1.0,530024
656,538,622,495,Subvencionado,F,4.4,510145
659,567,610,598,Subvencionado,M,3.2,510145
640,578,665,661,Subvencionado,M,3.2,510145
684,573,618,598,Subvencionado,M,1.0,530024
589,628,581,460,Privado,M,1.0,530024
629,569,629,682,Municipalizado,M,2.7,520145
633,659,641,702,Subvencionado,M,1.0,530024
583,638,622,701,Subvencionado,F,3.6,510145
650,693,592,641,Subvencionado,M,4.9,530024
675,519,616,599,Subvencionado,M,3.2,530024
718,614,513,599,Subvencionado,M,3.1,510145
603,633,588,701,Municipalizado,F,4.0,520145
665,602,684,683,Subvencionado,F,4.5,510145
589,559,549,579,Subvencionado,F,1.6,520145
773,682,721,744,Privado,M,4.7,510145
633,501,669,661,Municipalizado,M,3.1,520145
658,651,693,743,Subvencionado,M,2.0,520145
717,692,713,804,Privado,F,4.9,510145
634,582,597,557,Privado,M,4.2,510145
675,591,523,680,Subvencionado,M,4.1,530024
774,665,702,682,Privado,M,5.4,520145
656,539,595,746,Municipalizado,F,2.6,510145
645,625,567,599,Subvencionado,F,2.7,530024
669,650,625,681,Subvencionado,M,4.0,530024
713,732,662,703,Privado,M,4.2,530024
687,651,641,516,Subvencionado,M,4.8,530024
670,518,567,619,Subvencionado,M,4.2,520145
570,506,545,640,Subvencionado,M,4.0,520145
592,580,541,579,Subvencionado,M,1.8,510145
623,652,574,619,Subvencionado,M,2.6,520145
605,514,562,560,Privado,M,4.4,510145
736,587,615,578,Privado,M,4.6,510145
656,546,601,681,Subvencionado,M,3.1,510145
583,592,607,723,Subvencionado,M,3.8,520145
679,639,617,639,Subvencionado,M,4.7,520145
650,625,605,557,Privado,M,1.1,520145
830,778,727,744,Subvencionado,M,6.0,510145
830,780,726,745,Subvencionado,M,6.3,520145
751,607,674,682,Municipalizado,M,6.0,530024
673,659,624,578,Subvencionado,F,2.9,520145
608,449,477,601,Subvencionado,M,2.2,510145
831,626,627,579,Subvencionado,M,4.8,530024
686,616,650,599,Subvencionado,M,2.6,530024
682,639,677,599,Subvencionado,M,3.1,510145
652,627,635,641,Subvencionado,M,4.0,510145
812,682,651,640,Privado,M,2.9,510145
615,681,618,639,Municipalizado,F,1.0,510145
639,537,578,639,Municipalizado,F,2.7,520145
702,667,701,641,Municipalizado,M,4.2,510145
600,586,581,700,Municipalizado,F,2.4,510145
660,639,641,618,Subvencionado,M,3.3,510145
642,550,620,660,Municipalizado,M,3.7,510145
687,720,683,723,Subvencionado,F,4.5,510145
683,558,661,557,Subvencionado,M,4.1,520145
603,557,547,601,Subvencionado,M,3.0,510145
696,547,630,476,Subvencionado,M,2.8,520145
656,659,636,721,Municipalizado,F,4.0,520145
810,722,639,702,Privado,F,4.2,510145
600,597,516,496,Subvencionado,M,1.0,520145
737,596,657,702,Subvencionado,M,4.9,510145
632,625,601,599,Subvencionado,M,4.9,530024
669,580,618,640,Privado,M,2.4,520145
771,552,591,681,Municipalizado,M,4.5,520145
677,699,657,743,Subvencionado,M,5.7,520145
601,569,517,578,Subvencionado,F,2.8,520145
712,618,651,764,Subvencionado,F,5.6,530024
669,519,567,619,Subvencionado,M,5.2,530024
611,639,613,639,Privado,F,4.9,510145
810,645,639,619,Subvencionado,F,5.6,520145
634,587,631,681,Subvencionado,M,3.6,510145
673,645,628,680,Subvencionado,F,4.3,510145
679,619,584,598,Privado,M,3.6,510145
681,586,637,662,Subvencionado,M,4.4,530024
636,632,606,661,Subvencionado,M,3.6,510145
640,639,648,661,Subvencionado,M,4.0,510145
661,652,645,618,Privado,M,4.9,530024
648,639,616,496,Privado,M,4.0,510145
609,547,625,454,Privado,M,2.6,520145
662,623,651,681,Subvencionado,M,4.0,530024
755,565,726,763,Subvencionado,M,5.1,520145
667,651,656,763,Subvencionado,M,4.6,530024
636,567,598,495,Subvencionado,M,4.2,520145
583,537,563,742,Subvencionado,M,1.0,510145
689,658,681,579,Subvencionado,M,3.1,530024
688,674,672,537,Subvencionado,M,3.5,520145
612,580,537,600,Municipalizado,F,2.2,510145
666,667,651,660,Municipalizado,M,3.3,510145
661,642,673,641,Subvencionado,M,4.2,510145
620,625,553,495,Privado,M,1.7,510145
597,618,535,663,Subvencionado,M,3.2,510145
652,573,600,744,Municipalizado,F,2.3,520145
752,674,685,723,Subvencionado,M,6.2,510145
674,471,601,599,Municipalizado,M,4.0,520145
649,649,602,660,Municipalizado,F,3.8,530024
829,756,641,661,Subvencionado,M,4.5,530024
558,603,473,578,Subvencionado,F,4.5,510145
772,645,661,557,Privado,M,4.4,530024
630,602,580,702,Privado,F,3.2,510145
668,618,631,764,Subvencionado,M,4.1,510145
633,581,641,598,Subvencionado,M,4.7,520145
700,537,627,722,Subvencionado,F,3.0,510145
711,616,644,661,Subvencionado,F,3.4,510145
634,552,637,600,Municipalizado,M,6.1,530024
632,661,642,703,Subvencionado,M,1.0,520145
687,626,625,619,Subvencionado,M,3.5,530024
695,638,637,559,Subvencionado,M,1.0,510145
695,546,588,475,Subvencionado,M,4.0,510145
712,606,644,722,Municipalizado,M,1.0,520145
633,571,656,743,Privado,M,4.9,510145
666,668,651,660,Municipalizado,M,4.1,530024
686,671,647,702,Subvencionado,M,4.1,520145
694,673,632,702,Municipalizado,M,4.1,520145
701,546,601,517,Subvencionado,M,4.8,520145
668,666,646,702,Municipalizado,M,3.4,510145
602,572,596,701,Subvencionado,M,4.9,520145
684,732,671,557,Subvencionado,M,5.3,520145
674,633,678,598,Subvencionado,M,3.2,520145
660,579,559,661,Subvencionado,M,1.0,510145
791,721,690,599,Municipalizado,M,4.9,530024
682,586,637,660,Subvencionado,M,4.2,520145
689,703,685,600,Subvencionado,M,1.0,510145
659,651,660,620,Municipalizado,M,4.1,530024
716,625,657,618,Privado,M,4.7,520145
660,568,573,578,Municipalizado,M,4.8,510145
672,587,592,600,Subvencionado,M,3.6,520145
652,619,568,459,Privado,M,4.0,510145
695,585,580,455,Municipalizado,M,4.9,520145
648,674,677,640,Subvencionado,M,2.4,520145
683,579,665,620,Privado,M,5.0,520145
701,666,631,619,Privado,F,2.7,510145
681,648,596,620,Municipalizado,M,3.0,530024
696,658,659,723,Subvencionado,F,3.6,510145
623,472,569,743,Subvencionado,F,3.2,510145
694,542,616,599,Subvencionado,M,4.1,520145
590,581,452,639,Municipalizado,M,4.2,520145
657,558,652,641,Subvencionado,M,4.4,530024
633,630,515,826,Subvencionado,F,1.0,520145
609,591,534,639,Municipalizado,M,1.9,520145
646,675,647,537,Subvencionado,M,4.2,510145
831,674,656,723,Municipalizado,M,5.8,530024
623,581,586,620,Subvencionado,M,5.0,510145
612,537,592,620,Municipalizado,M,3.7,530024
700,537,627,724,Subvencionado,F,4.2,520145
733,638,696,681,Privado,M,5.6,510145
683,563,652,641,Subvencionado,M,4.1,530024
674,671,602,724,Subvencionado,M,4.5,530024
718,587,656,641,Subvencionado,M,4.3,520145
683,573,579,681,Municipalizado,M,3.1,510145
686,650,642,517,Subvencionado,M,3.4,510145
626,546,548,601,Subvencionado,M,1.9,520145
600,587,588,722,Subvencionado,M,3.2,510145
633,625,639,683,Municipalizado,M,1.0,520145
605,579,562,559,Subvencionado,M,2.0,520145
620,557,598,640,Subvencionado,M,1.0,510145
608,552,576,722,Municipalizado,M,4.8,530024
605,478,563,701,Subvencionado,M,5.0,510145
633,674,568,744,Subvencionado,F,1.0,520145
669,606,630,744,Subvencionado,M,3.5,520145
616,697,662,495,Subvencionado,M,4.0,520145
811,528,576,558,Privado,M,4.2,510145
606,592,430,660,Municipalizado,M,2.5,510145
544,498,498,724,Municipalizado,M,2.3,520145
650,659,629,579,Subvencionado,M,4.0,520145
771,707,837,743,Privado,F,1.0,520145
752,744,720,722,Privado,M,5.2,520145
595,617,486,641,Subvencionado,M,1.3,520145
745,657,707,702,Subvencionado,F,4.4,520145
752,607,674,682,Municipalizado,M,4.5,510145
692,561,614,516,Privado,M,4.3,510145
670,652,601,660,Privado,M,5.4,520145
659,503,573,703,Subvencionado,M,4.9,520145
677,608,599,598,Subvencionado,M,1.0,520145
775,691,672,640,Privado,M,4.1,510145
683,786,668,744,Subvencionado,F,4.6,520145
672,597,572,661,Subvencionado,F,4.0,520145
612,637,596,661,Subvencionado,F,3.0,520145
619,596,611,701,Municipalizado,F,1.4,510145
618,601,611,599,Privado,F,2.5,520145
636,581,624,640,Subvencionado,M,5.1,510145
663,743,648,762,Subvencionado,M,4.2,520145
681,674,714,724,Subvencionado,M,4.4,530024
737,614,606,724,Subvencionado,M,3.4,520145
810,626,763,783,Subvencionado,M,5.6,530024
660,667,613,723,Subvencionado,M,4.0,520145
672,627,679,518,Municipalizado,M,5.5,520145
812,699,657,703,Privado,M,4.3,520145
673,587,656,680,Subvencionado,M,4.6,530024
652,539,581,763,Municipalizado,F,5.2,530024
638,652,591,660,Subvencionado,F,2.1,510145
629,651,591,640,Subvencionado,F,2.2,510145
678,590,613,701,Subvencionado,F,4.1,530024
665,745,621,681,Municipalizado,F,2.7,510145
633,571,564,618,Subvencionado,M,2.7,530024
620,580,568,557,Subvencionado,M,4.6,510145
773,626,698,618,Municipalizado,M,4.0,510145
744,657,707,702,Subvencionado,F,5.0,510145
635,661,627,476,Subvencionado,M,2.9,510145
756,645,664,660,Subvencionado,F,4.2,510145
649,590,549,741,Municipalizado,M,3.5,510145
615,618,564,641,Subvencionado,M,4.7,530024
694,613,652,763,Subvencionado,F,5.8,530024
683,574,620,599,Subvencionado,M,1.0,520145
701,578,641,456,Municipalizado,M,4.3,510145
601,651,562,599,Municipalizado,M,4.9,510145
732,613,672,744,Subvencionado,M,4.9,520145
633,573,637,621,Municipalizado,M,1.0,510145
603,562,616,578,Municipalizado,F,2.7,510145
771,682,705,784,Subvencionado,M,6.4,530024
756,700,727,765,Privado,M,6.5,520145
665,683,509,640,Subvencionado,M,2.2,520145
663,675,698,724,Municipalizado,M,3.7,520145
774,575,646,641,Privado,M,3.4,510145
678,571,734,722,Subvencionado,M,5.5,530024
656,674,630,661,Subvencionado,M,4.5,520145
689,632,670,744,Subvencionado,M,4.0,510145
629,601,577,703,Privado,F,3.2,510145
673,659,625,577,Subvencionado,F,2.8,510145
639,596,567,681,Subvencionado,M,3.4,520145
649,602,663,642,Subvencionado,M,1.6,510145
608,573,570,682,Municipalizado,M,1.8,510145
660,638,619,764,Municipalizado,M,4.2,520145
717,601,704,579,Subvencionado,M,4.4,530024
567,507,517,439,Privado,M,2.4,520145
774,644,635,701,Municipalizado,F,5.3,530024
620,596,585,476,Privado,M,1.0,510145
627,585,618,660,Subvencionado,M,4.8,510145
718,682,630,681,Subvencionado,M,1.0,520145
664,683,606,558,Subvencionado,M,1.8,510145
712,594,703,661,Subvencionado,M,3.7,530024
673,673,715,598,Privado,M,4.0,510145
737,691,755,804,Privado,F,4.1,510145
641,562,558,702,Municipalizado,M,4.0,510145
635,574,651,742,Subvencionado,F,4.4,530024
702,668,681,723,Privado,M,5.0,510145
718,626,656,786,Municipalizado,M,5.2,520145
640,639,542,598,Subvencionado,F,2.6,510145
688,619,571,722,Municipalizado,F,4.6,510145
619,709,576,661,Subvencionado,M,2.7,510145
682,581,663,702,Privado,F,3.0,510145
734,766,665,702,Privado,F,4.0,520145
567,584,589,622,Subvencionado,M,1.9,510145
669,542,559,599,Subvencionado,M,2.0,510145
829,693,726,702,Privado,M,4.8,510145
717,625,657,785,Municipalizado,M,5.2,520145
630,613,622,682,Subvencionado,F,2.6,520145
582,536,563,742,Subvencionado,M,1.8,510145
681,650,656,744,Municipalizado,M,3.2,510145
679,721,705,723,Subvencionado,M,1.9,520145
830,822,835,803,Subvencionado,M,6.2,520145
633,542,581,496,Privado,M,4.0,530024
576,573,573,519,Subvencionado,M,1.0,510145
608,626,571,661,Subvencionado,M,4.6,510145
668,667,684,681,Privado,F,5.3,520145
634,573,637,619,Municipalizado,M,1.0,510145
717,614,511,598,Subvencionado,M,1.0,510145
678,721,706,722,Subvencionado,M,3.7,510145
811,700,657,682,Subvencionado,M,4.5,510145
626,457,563,764,Municipalizado,M,2.9,510145
630,636,568,640,Subvencionado,M,4.3,510145
633,586,630,683,Subvencionado,M,3.6,510145
688,603,560,701,Municipalizado,F,4.5,520145
659,596,610,783,Subvencionado,F,4.0,510145
647,591,699,619,Municipalizado,M,4.2,520145
591,602,622,579,Subvencionado,M,1.0,510145
634,571,564,619,Subvencionado,M,2.7,530024
659,644,538,558,Subvencionado,M,5.2,530024
605,631,610,663,Municipalizado,F,1.0,520145
635,591,527,622,Subvencionado,M,2.1,520145
677,639,617,641,Subvencionado,M,4.9,530024
669,581,569,682,Subvencionado,M,4.0,530024
619,580,567,557,Subvencionado,M,2.9,530024
733,595,669,723,Subvencionado,M,5.9,520145
660,547,594,560,Municipalizado,M,1.0,520145
636,660,635,557,Privado,M,4.7,510145
635,613,570,496,Privado,M,2.5,510145
688,673,672,537,Subvencionado,M,3.1,510145
600,579,485,661,Municipalizado,M,1.0,520145
655,602,635,598,Subvencionado,M,4.1,510145
630,527,606,662,Subvencionado,F,2.5,520145
585,625,585,641,Subvencionado,F,2.0,510145
668,667,644,701,Municipalizado,M,3.4,510145
634,583,597,557,Privado,M,1.8,520145
700,587,642,495,Municipalizado,M,3.0,510145
602,697,582,620,Municipalizado,M,3.6,520145
606,634,610,661,Municipalizado,F,2.8,510145
644,710,628,640,Privado,M,2.6,510145
620,613,597,557,Subvencionado,F,2.5,520145
679,558,558,661,Subvencionado,M,4.5,520145
656,507,592,578,Privado,M,4.1,510145
644,663,672,518,Subvencionado,M,1.0,510145
638,568,602,557,Subvencionado,M,4.2,510145
732,619,611,682,Privado,M,3.3,520145
690,701,689,785,Subvencionado,F,4.1,520145
626,537,611,701,Municipalizado,M,2.8,520145
673,639,628,537,Subvencionado,M,3.0,510145
651,658,645,495,Subvencionado,M,4.5,520145
702,668,682,724,Privado,M,5.0,510145
639,587,526,578,Municipalizado,M,1.8,510145
659,645,580,660,Subvencionado,M,4.1,510145
570,508,545,640,Subvencionado,M,2.6,510145
666,683,510,641,Subvencionado,M,4.0,520145
586,563,591,702,Subvencionado,M,4.0,520145
595,553,559,641,Municipalizado,F,4.3,510145
603,710,592,681,Subvencionado,F,2.3,510145
564,597,542,702,Municipalizado,F,3.0,520145
568,442,512,661,Subvencionado,M,2.8,520145
736,666,693,599,Subvencionado,M,3.3,510145
636,558,476,680,Subvencionado,M,3.4,510145
649,546,524,578,Municipalizado,M,2.2,510145
693,586,677,621,Privado,M,6.0,520145
669,562,538,765,Municipalizado,M,5.3,510145
567,494,517,619,Subvencionado,F,4.0,520145
629,644,631,619,Privado,M,5.1,530024
659,601,603,620,Subvencionado,M,1.0,510145
645,709,626,641,Privado,M,2.6,510145
651,587,528,496,Privado,M,4.0,520145
627,618,617,620,Subvencionado,M,4.4,520145
629,585,602,557,Subvencionado,M,4.0,530024
609,582,635,661,Municipalizado,M,3.6,510145
774,620,721,743,Municipalizado,M,5.3,520145
622,622,613,557,Subvencionado,M,1.8,520145
637,591,528,619,Subvencionado,M,3.6,510145
811,733,622,660,Privado,M,4.1,530024
733,545,675,639,Subvencionado,M,5.8,530024
774,700,667,701,Subvencionado,M,5.2,530024
687,627,625,618,Subvencionado,M,4.1,520145
735,638,680,722,Privado,M,4.0,520145
655,591,563,702,Subvencionado,M,4.1,520145
643,501,540,639,Municipalizado,M,3.3,520145
683,590,611,764,Subvencionado,M,2.8,520145
678,701,656,744,Subvencionado,M,2.7,520145
666,667,651,660,Municipalizado,M,3.3,510145
596,695,598,619,Subvencionado,F,1.0,520145
667,512,570,455,Municipalizado,M,4.5,510145
830,788,733,764,Subvencionado,M,5.8,510145
619,602,581,599,Municipalizado,M,4.5,510145
641,595,647,682,Municipalizado,M,2.9,520145
650,645,650,681,Subvencionado,M,4.5,530024
653,666,680,701,Subvencionado,F,4.4,520145
656,524,635,517,Privado,F,3.3,520145
712,638,693,642,Subvencionado,F,5.6,520145
637,573,531,683,Municipalizado,M,2.6,510145
696,546,629,477,Subvencionado,M,2.8,520145
594,547,549,495,Subvencionado,F,2.1,510145
624,529,613,640,Municipalizado,M,4.1,530024
641,573,536,517,Subvencionado,F,3.0,530024
656,658,532,700,Privado,F,2.0,510145
659,567,611,598,Subvencionado,M,4.1,530024
636,591,527,618,Subvencionado,M,1.6,510145
684,596,705,744,Subvencionado,M,4.2,510145
701,580,640,455,Municipalizado,M,2.8,520145
616,660,539,600,Subvencionado,M,4.1,530024
660,572,575,660,Subvencionado,F,3.1,510145
774,650,683,682,Subvencionado,M,4.7,520145
631,645,631,620,Privado,M,4.3,520145
619,582,595,682,Municipalizado,M,2.3,520145
632,542,582,495,Privado,M,1.0,510145
719,613,667,744,Subvencionado,M,4.2,510145
639,636,619,661,Subvencionado,F,3.1,520145
638,580,567,620,Subvencionado,M,4.0,510145
713,757,629,621,Subvencionado,M,4.0,510145
611,692,644,577,Subvencionado,M,2.0,520145
688,631,680,640,Privado,M,4.8,520145
655,562,614,435,Subvencionado,M,1.4,520145
647,602,663,641,Subvencionado,M,2.2,520145
647,602,622,599,Municipalizado,M,2.0,520145
656,584,648,454,Privado,M,2.2,510145
620,614,597,558,Subvencionado,F,1.4,510145
712,638,622,702,Municipalizado,M,4.3,510145
684,646,675,621,Privado,M,4.0,520145
595,601,634,640,Subvencionado,M,1.4,520145
656,732,749,681,Privado,M,5.4,510145
674,653,716,619,Subvencionado,M,3.7,510145
659,650,603,496,Privado,M,3.0,510145
606,579,561,559,Subvencionado,M,2.1,510145
718,666,715,702,Privado,M,4.1,510145
608,547,624,454,Privado,M,4.4,530024
695,651,681,660,Subvencionado,M,5.4,510145
563,634,581,599,Municipalizado,M,1.0,510145
570,507,554,640,Municipalizado,F,5.0,530024
679,712,667,702,Privado,F,4.3,520145
674,636,605,641,Subvencionado,M,4.1,510145
623,599,534,580,Subvencionado,M,2.8,530024
594,669,648,558,Municipalizado,F,3.3,510145
639,543,559,599,Subvencionado,M,2.5,510145
634,594,594,516,Subvencionado,M,4.0,510145
637,682,639,598,Subvencionado,M,2.5,520145
812,768,749,762,Subvencionado,M,5.6,530024
689,637,639,558,Subvencionado,M,4.6,530024
679,618,584,598,Privado,M,3.6,520145
628,735,690,744,Municipalizado,F,4.0,520145
731,636,697,681,Privado,M,5.6,510145
609,500,562,744,Municipalizado,M,4.0,530024
666,537,642,640,Privado,M,4.9,520145
773,626,659,680,Subvencionado,M,4.5,520145
668,586,660,661,Subvencionado,F,4.9,520145
573,580,510,702,Subvencionado,M,1.7,520145
682,581,556,640,Subvencionado,M,1.0,530024
619,483,486,497,Municipalizado,M,1.0,510145
681,571,635,660,Privado,M,4.4,520145
702,675,591,557,Subvencionado,M,4.0,520145
737,582,660,454,Subvencionado,M,2.8,520145
752,786,651,702,Municipalizado,M,4.9,520145
646,607,585,598,Municipalizado,F,2.7,530024
812,682,651,640,Privado,M,4.0,510145
677,645,527,701,Subvencionado,M,1.8,520145
612,632,569,640,Subvencionado,M,2.4,520145
656,592,607,681,Subvencionado,M,4.2,520145
831,776,766,785,Privado,M,6.6,530024
831,582,642,660,Subvencionado,M,5.3,520145
652,620,568,459,Privado,M,1.4,510145
701,633,670,703,Subvencionado,M,4.0,510145
691,660,682,578,Subvencionado,M,2.4,520145
751,721,662,702,Privado,M,4.4,530024
811,682,617,701,Privado,M,4.0,530024
736,731,720,639,Privado,M,4.0,510145
615,608,563,620,Municipalizado,F,1.8,510145
640,638,603,660,Municipalizado,M,1.0,510145
641,674,613,703,Subvencionado,M,3.3,520145
718,667,672,661,Privado,M,4.5,520145
632,625,639,681,Municipalizado,M,2.9,510145
695,632,625,619,Municipalizado,M,4.9,520145
755,591,721,516,Municipalizado,M,4.0,530024
681,561,635,639,Subvencionado,M,5.0,520145
619,582,595,682,Municipalizado,M,2.3,520145
629,600,578,702,Privado,F,4.7,520145
774,700,693,661,Municipalizado,M,5.5,520145
644,587,630,701,Municipalizado,M,3.6,510145
771,682,692,805,Privado,F,6.2,510145
566,495,517,619,Subvencionado,F,3.6,530024
613,581,511,743,Municipalizado,M,2.0,510145
633,575,624,682,Privado,M,4.8,530024
576,574,570,581,Subvencionado,M,1.0,530024
593,582,542,579,Subvencionado,M,1.6,510145
646,675,647,538,Subvencionado,M,4.7,520145
658,557,653,681,Subvencionado,M,3.5,510145
757,591,720,516,Municipalizado,M,4.9,520145
687,659,663,745,Subvencionado,M,5.3,510145
559,495,573,539,Municipalizado,M,1.0,510145
683,583,664,702,Privado,F,4.0,510145
589,581,451,642,Municipalizado,M,4.2,510145
642,595,648,681,Municipalizado,M,4.1,520145
829,722,717,721,Privado,M,5.4,520145
661,562,630,641,Municipalizado,M,3.1,520145
629,531,505,578,Subvencionado,F,3.2,520145
619,709,575,660,Subvencionado,M,1.0,520145
648,667,629,660,Subvencionado,M,5.1,510145
627,607,579,660,Subvencionado,F,1.0,520145
619,581,566,558,Subvencionado,M,4.1,530024
641,580,666,660,Subvencionado,M,4.7,510145
849,767,775,763,Subvencionado,M,6.1,530024
633,552,559,661,Municipalizado,M,4.1,510145
