Matemática,Lenguaje,Ciencias,NEM,Colegio_Egreso,Sexo,Nota,asi_Cod
656,591,606,682,Subvencionado,M,4.2,520145
696,693,740,723,Subvencionado,M,4.0,520145
665,563,581,701,Subvencionado,F,4.8,520145
629,584,503,681,Subvencionado,F,4.3,530024
606,632,611,661,Municipalizado,F,2.6,520145
695,645,647,681,Privado,F,4.6,520145
657,624,581,723,Subvencionado,M,3.4,510145
717,682,630,681,Subvencionado,M,2.6,510145
736,681,733,640,Privado,M,4.4,520145
618,584,630,578,Subvencionado,M,2.7,510145
652,523,588,702,Privado,F,2.4,510145
655,561,616,661,Subvencionado,M,4.7,530024
726,660,556,557,Subvencionado,M,4.5,510145
657,591,528,702,Subvencionado,M,4.0,520145
626,582,631,641,Subvencionado,M,5.0,520145
687,619,563,619,Subvencionado,M,5.7,520145
639,535,578,641,Municipalizado,F,4.0,530024
687,603,561,701,Municipalizado,F,2.2,510145
608,546,623,454,Privado,M,1.9,520145
656,637,621,599,Subvencionado,M,1.0,520145
655,563,614,434,Subvencionado,M,1.4,520145
701,667,682,722,Privado,M,5.0,510145
734,711,704,722,Privado,M,5.7,510145
613,581,537,601,Municipalizado,F,2.2,520145
638,573,613,641,Subvencionado,F,1.0,520145
627,568,615,660,Municipalizado,M,1.0,510145
673,659,631,640,Privado,M,4.2,530024
657,575,595,538,Municipalizado,M,4.4,530024
659,603,602,619,Subvencionado,M,1.0,520145
701,525,621,538,Privado,M,4.6,520145
663,681,637,743,Subvencionado,M,5.7,530024
635,660,627,475,Subvencionado,M,4.1,510145
673,567,538,722,Municipalizado,F,4.4,530024
603,570,589,702,Municipalizado,M,4.0,510145
677,562,637,499,Subvencionado,M,1.7,520145
696,574,604,557,Privado,M,2.8,510145
635,625,597,538,Municipalizado,M,2.5,520145
626,518,611,721,Subvencionado,M,3.4,520145
656,563,572,786,Subvencionado,M,4.0,520145
626,597,604,619,Municipalizado,M,4.0,520145
694,701,638,620,Subvencionado,M,1.0,520145
658,538,623,701,Subvencionado,M,5.2,530024
638,541,558,598,Subvencionado,M,2.0,510145
608,513,545,521,Privado,M,3.1,520145
773,651,682,680,Subvencionado,M,4.2,510145
609,501,562,741,Municipalizado,M,5.1,520145
848,692,691,744,Privado,F,5.1,510145
648,534,608,598,Subvencionado,M,5.4,510145
678,710,689,537,Privado,M,2.9,510145
673,644,627,681,Subvencionado,F,2.6,510145
688,638,616,578,Privado,F,2.1,520145
604,610,572,620,Subvencionado,M,4.0,530024
666,625,539,785,Subvencionado,M,4.7,530024
585,556,552,495,Municipalizado,M,2.0,520145
615,513,598,619,Municipalizado,M,2.6,510145
677,548,616,661,Subvencionado,M,4.4,530024
626,537,610,701,Municipalizado,M,4.0,520145
732,583,660,579,Privado,M,2.3,520145
576,626,540,682,Municipalizado,F,2.5,520145
733,660,591,682,Municipalizado,M,3.6,520145
671,518,565,620,Subvencionado,M,5.2,530024
645,508,588,641,Municipalizado,M,5.2,530024
751,595,675,639,Subvencionado,M,5.3,510145
660,589,685,559,Subvencionado,M,6.4,520145
612,625,631,618,Municipalizado,M,4.9,520145
677,644,528,702,Subvencionado,M,1.8,520145
669,597,630,659,Privado,F,2.7,510145
659,651,660,620,Municipalizado,M,2.8,510145
645,606,584,598,Municipalizado,F,3.0,510145
737,691,756,804,Privado,F,4.1,510145
604,502,618,578,Subvencionado,M,1.0,530024
773,700,692,661,Municipalizado,M,4.1,510145
669,619,631,765,Subvencionado,M,4.4,520145
660,529,538,763,Subvencionado,M,3.3,520145
656,591,563,702,Subvencionado,M,4.6,510145
733,536,574,701,Municipalizado,M,4.9,520145
633,541,582,496,Privado,M,3.4,530024
586,526,588,703,Subvencionado,M,2.5,510145
633,575,625,681,Privado,M,4.4,520145
570,674,554,517,Subvencionado,M,1.2,510145
657,622,581,723,Subvencionado,M,3.4,510145
712,733,662,702,Privado,M,2.3,520145
619,484,486,496,Municipalizado,M,1.0,520145
688,633,662,699,Subvencionado,M,4.9,510145
646,602,663,641,Subvencionado,M,3.2,520145
628,591,512,620,Municipalizado,F,4.6,520145
629,601,579,701,Privado,F,4.1,530024
751,618,614,743,Privado,M,4.4,520145
661,568,613,661,Subvencionado,M,3.8,530024
850,779,806,722,Privado,M,6.5,530024
639,495,524,642,Subvencionado,M,3.2,510145
603,710,592,682,Subvencionado,F,2.4,510145
683,574,579,680,Municipalizado,M,3.5,510145
702,602,690,661,Subvencionado,M,4.3,520145
655,681,621,683,Subvencionado,F,3.3,510145
639,480,581,558,Municipalizado,M,4.8,510145
619,580,567,557,Subvencionado,M,2.8,510145
600,503,592,745,Municipalizado,M,2.6,510145
627,619,614,618,Subvencionado,M,3.1,520145
674,682,647,785,Subvencionado,M,3.7,510145
718,674,663,744,Subvencionado,F,4.8,520145
589,597,589,722,Municipalizado,M,2.1,520145
660,572,576,661,Subvencionado,F,2.8,530024
636,668,592,660,Privado,M,3.0,520145
752,626,662,600,Privado,M,4.7,520145
650,651,535,743,Subvencionado,M,4.2,520145
630,632,638,538,Privado,M,2.6,520145
644,662,672,519,Subvencionado,M,1.0,510145
653,585,627,702,Subvencionado,M,3.7,510145
693,561,641,641,Subvencionado,M,4.3,520145
645,639,613,641,Subvencionado,M,3.1,520145
617,518,544,579,Subvencionado,M,1.7,520145
595,596,588,661,Subvencionado,F,3.1,520145
599,577,486,660,Municipalizado,M,1.0,520145
605,538,542,723,Subvencionado,F,3.6,520145
661,629,708,494,Subvencionado,M,6.2,520145
595,619,616,598,Subvencionado,F,4.0,530024
632,659,642,702,Subvencionado,M,3.2,520145
635,580,624,640,Subvencionado,M,2.3,520145
605,501,619,580,Subvencionado,M,3.8,530024
600,569,605,661,Subvencionado,M,6.0,520145
850,781,806,722,Privado,M,6.5,530024
718,571,637,514,Privado,M,4.1,510145
717,725,832,685,Municipalizado,M,4.5,530024
635,561,573,641,Subvencionado,M,4.1,530024
674,693,681,641,Subvencionado,M,4.5,530024
667,567,579,558,Privado,M,2.8,520145
650,583,650,538,Subvencionado,M,1.0,510145
627,666,588,641,Subvencionado,M,4.3,520145
685,617,562,496,Municipalizado,M,3.6,530024
755,659,663,681,Privado,M,4.2,520145
717,667,671,661,Privado,M,4.9,530024
755,596,667,680,Subvencionado,M,5.5,520145
669,579,619,641,Privado,M,2.4,520145
603,608,552,622,Municipalizado,M,2.0,510145
647,659,624,639,Subvencionado,M,4.1,530024
693,585,676,618,Privado,M,4.9,530024
637,603,537,682,Municipalizado,M,4.2,520145
663,700,720,702,Privado,M,5.5,530024
645,566,602,661,Municipalizado,M,1.0,520145
620,592,561,600,Subvencionado,M,2.4,510145
737,648,722,702,Privado,M,4.8,530024
756,682,607,579,Privado,M,4.9,530024
666,607,563,620,Municipalizado,M,3.3,510145
603,709,592,682,Subvencionado,F,1.0,530024
695,613,654,764,Subvencionado,F,6.1,520145
611,536,592,621,Municipalizado,M,3.7,530024
713,626,635,640,Municipalizado,M,4.5,520145
700,547,602,516,Subvencionado,M,3.7,520145
585,658,567,537,Subvencionado,M,1.0,510145
629,635,567,641,Subvencionado,M,3.0,520145
604,591,613,682,Municipalizado,F,2.8,520145
812,753,766,784,Subvencionado,M,5.5,510145
652,584,553,557,Privado,M,1.0,520145
634,590,553,495,Subvencionado,M,3.2,520145
609,591,535,640,Municipalizado,M,2.6,530024
713,590,581,702,Municipalizado,M,4.6,520145
736,582,659,453,Subvencionado,M,4.4,530024
679,580,582,641,Municipalizado,M,2.9,520145
652,513,554,495,Subvencionado,M,4.6,530024
604,501,619,579,Subvencionado,M,1.5,520145
629,542,557,557,Municipalizado,M,4.0,510145
649,692,648,681,Subvencionado,M,4.9,510145
605,619,618,599,Municipalizado,M,2.2,510145
657,625,535,518,Privado,M,2.8,510145
620,597,545,743,Municipalizado,M,4.0,510145
633,613,575,620,Municipalizado,F,4.2,510145
772,733,763,804,Subvencionado,M,6.6,530024
623,620,675,640,Municipalizado,M,2.9,520145
642,574,534,516,Subvencionado,F,2.4,520145
705,614,659,700,Subvencionado,M,4.2,520145
774,659,698,641,Subvencionado,M,4.1,510145
669,519,567,621,Subvencionado,M,4.2,520145
582,536,562,742,Subvencionado,M,1.8,510145
752,701,693,701,Privado,M,4.0,520145
666,602,685,682,Subvencionado,F,4.5,510145
624,614,625,579,Subvencionado,M,1.0,520145
678,722,705,722,Subvencionado,M,1.5,520145
690,562,589,620,Subvencionado,M,3.2,510145
660,651,602,496,Privado,M,3.3,510145
830,585,647,702,Subvencionado,M,4.5,530024
595,667,647,558,Municipalizado,F,1.0,510145
614,536,581,681,Subvencionado,M,5.2,520145
669,591,621,640,Subvencionado,M,1.0,530024
690,659,681,578,Subvencionado,M,2.4,520145
631,622,613,640,Subvencionado,F,4.0,530024
616,626,610,682,Municipalizado,M,1.1,520145
771,732,763,805,Subvencionado,M,5.8,510145
653,603,534,579,Subvencionado,F,4.3,510145
615,660,539,602,Subvencionado,M,4.2,520145
670,540,559,599,Subvencionado,M,1.0,530024
565,497,484,420,Subvencionado,M,4.5,520145
663,596,603,557,Municipalizado,M,3.0,520145
688,732,677,578,Privado,M,4.2,510145
641,495,525,640,Subvencionado,M,3.2,510145
717,638,677,660,Subvencionado,F,4.0,510145
718,639,603,620,Privado,M,5.9,520145
593,582,542,577,Subvencionado,M,2.1,510145
689,692,657,704,Subvencionado,M,4.8,510145
619,579,566,558,Subvencionado,M,2.8,510145
656,539,621,495,Subvencionado,F,4.3,530024
673,470,601,598,Municipalizado,M,4.4,510145
669,596,631,662,Privado,F,5.0,520145
619,602,581,599,Municipalizado,M,4.0,520145
681,639,645,764,Privado,F,4.8,520145
772,614,634,640,Subvencionado,M,4.6,510145
673,525,598,703,Subvencionado,M,4.7,530024
635,529,563,681,Subvencionado,M,2.5,520145
640,542,558,599,Subvencionado,M,2.8,530024
614,681,619,640,Municipalizado,F,3.4,520145
703,656,644,498,Municipalizado,M,3.3,510145
665,651,656,764,Subvencionado,M,4.6,530024
688,651,650,703,Subvencionado,M,2.6,510145
619,633,524,620,Subvencionado,M,3.6,510145
605,549,571,661,Municipalizado,M,1.0,510145
618,602,610,597,Privado,F,3.0,510145
677,639,616,641,Subvencionado,M,4.6,510145
751,757,734,743,Subvencionado,M,5.4,510145
675,669,670,660,Privado,F,4.3,520145
665,602,683,682,Subvencionado,F,4.5,510145
633,576,625,681,Privado,M,4.4,520145
771,613,710,580,Municipalizado,M,4.0,520145
772,668,684,742,Subvencionado,M,5.4,530024
645,546,595,660,Municipalizado,F,4.6,510145
696,590,650,517,Subvencionado,M,4.4,510145
606,507,558,557,Municipalizado,M,5.1,530024
661,562,593,660,Subvencionado,M,4.0,510145
602,561,616,578,Municipalizado,F,1.8,510145
681,754,679,619,Subvencionado,F,3.3,510145
652,639,590,681,Subvencionado,F,3.7,520145
686,617,562,496,Municipalizado,M,5.7,510145
690,660,682,579,Subvencionado,M,2.9,520145
713,650,669,660,Subvencionado,M,4.5,520145
613,632,568,641,Subvencionado,M,2.4,520145
655,632,603,640,Subvencionado,F,3.7,510145
714,662,615,682,Privado,M,4.6,520145
608,551,575,723,Municipalizado,M,2.2,510145
639,552,541,639,Subvencionado,M,4.2,510145
774,591,664,682,Subvencionado,M,1.0,520145
713,646,630,744,Municipalizado,M,4.9,530024
678,563,619,538,Privado,M,2.3,530024
701,658,642,642,Privado,M,4.2,530024
665,652,711,721,Subvencionado,M,6.0,530024
701,633,765,723,Privado,M,6.1,520145
772,652,634,661,Subvencionado,M,5.1,530024
811,650,708,701,Subvencionado,M,6.2,520145
718,681,629,683,Subvencionado,M,1.0,520145
669,674,681,661,Privado,M,3.5,510145
682,753,680,620,Subvencionado,F,3.3,510145
616,697,662,496,Subvencionado,M,5.2,510145
661,652,645,619,Privado,M,4.9,520145
603,502,618,578,Subvencionado,M,1.0,530024
717,637,645,662,Subvencionado,M,4.1,510145
663,633,641,681,Subvencionado,M,3.0,510145
627,558,509,620,Municipalizado,M,4.1,520145
661,629,706,494,Subvencionado,M,4.9,510145
652,625,634,639,Subvencionado,M,4.0,510145
562,633,581,599,Municipalizado,M,1.0,520145
700,575,637,703,Privado,M,2.7,510145
687,613,556,641,Subvencionado,M,4.4,520145
679,659,689,598,Subvencionado,M,5.1,520145
744,706,674,598,Privado,M,4.8,510145
600,653,562,598,Municipalizado,M,3.0,530024
673,518,616,598,Subvencionado,M,3.1,520145
625,582,568,601,Municipalizado,F,4.6,510145
774,699,733,721,Subvencionado,F,5.8,530024
629,524,654,619,Subvencionado,M,4.0,520145
575,626,540,682,Municipalizado,F,1.0,510145
678,709,689,537,Privado,M,3.2,520145
664,547,606,621,Subvencionado,M,4.2,510145
629,529,562,495,Subvencionado,M,4.0,520145
592,581,542,580,Subvencionado,M,2.1,510145
656,590,529,701,Subvencionado,M,4.0,520145
603,697,582,618,Municipalizado,M,3.6,520145
655,673,631,660,Subvencionado,M,3.6,510145
633,556,572,661,Municipalizado,M,3.1,510145
712,646,554,745,Subvencionado,M,3.8,510145
656,742,613,495,Subvencionado,M,3.0,520145
701,710,637,682,Subvencionado,M,5.7,530024
669,596,630,660,Privado,F,5.0,520145
674,633,663,599,Subvencionado,M,4.5,520145
733,659,591,681,Municipalizado,M,2.9,510145
632,512,554,641,Subvencionado,M,2.5,520145
700,666,600,700,Subvencionado,M,3.6,510145
644,541,617,681,Subvencionado,M,4.6,510145
775,681,733,702,Subvencionado,M,6.0,530024
630,645,630,621,Privado,M,4.3,520145
586,558,551,495,Municipalizado,M,2.0,520145
700,531,568,682,Subvencionado,M,4.5,510145
688,638,638,660,Subvencionado,M,4.2,510145
638,542,559,598,Subvencionado,M,2.0,510145
626,458,562,763,Municipalizado,M,2.9,510145
673,668,701,722,Privado,M,4.6,530024
712,683,696,702,Subvencionado,M,4.4,520145
672,691,612,661,Subvencionado,M,4.7,510145
650,585,651,539,Subvencionado,M,1.0,510145
656,585,648,455,Privado,M,3.0,510145
663,681,606,556,Subvencionado,M,1.8,510145
698,679,619,722,Privado,M,4.0,520145
634,502,573,615,Subvencionado,M,3.6,510145
712,637,693,639,Subvencionado,F,5.2,510145
681,650,657,742,Municipalizado,M,2.8,510145
641,651,607,620,Subvencionado,M,3.3,520145
682,640,613,662,Subvencionado,M,4.2,510145
684,733,659,764,Subvencionado,F,5.1,510145
588,558,551,578,Subvencionado,F,3.1,510145
701,659,641,640,Privado,M,4.0,520145
649,667,633,579,Subvencionado,M,4.4,510145
613,658,649,641,Privado,F,1.0,530024
585,528,589,703,Subvencionado,M,2.5,510145
666,540,584,682,Municipalizado,M,4.2,520145
608,641,626,639,Subvencionado,F,4.0,510145
732,613,619,620,Privado,M,4.8,520145
606,507,558,557,Municipalizado,M,5.1,530024
620,557,562,642,Subvencionado,M,1.9,520145
717,638,646,660,Subvencionado,M,4.0,520145
688,674,595,680,Municipalizado,M,4.0,510145
750,756,732,743,Subvencionado,M,6.2,520145
773,650,683,681,Subvencionado,M,4.7,520145
633,502,573,615,Subvencionado,M,2.6,520145
677,596,668,522,Municipalizado,M,4.0,530024
670,517,567,455,Municipalizado,M,1.0,520145
656,537,596,742,Municipalizado,F,4.6,510145
652,697,594,723,Subvencionado,F,4.1,520145
638,615,606,806,Municipalizado,M,1.0,520145
688,614,556,641,Subvencionado,M,4.5,530024
595,552,558,640,Municipalizado,F,4.1,530024
683,626,619,496,Municipalizado,M,3.3,510145
633,568,574,659,Subvencionado,M,2.0,520145
630,541,557,557,Municipalizado,M,4.0,530024
616,625,611,683,Municipalizado,M,2.2,510145
646,590,661,620,Privado,M,4.2,520145
665,745,621,681,Municipalizado,F,2.7,510145
667,667,615,660,Subvencionado,M,2.2,510145
687,602,672,599,Municipalizado,M,4.8,520145
850,691,703,700,Subvencionado,M,5.5,520145
649,578,597,579,Subvencionado,F,1.0,510145
724,604,624,640,Subvencionado,M,5.0,520145
649,692,647,682,Subvencionado,M,4.8,520145
645,552,563,723,Subvencionado,M,5.4,510145
666,637,630,661,Privado,M,1.6,520145
656,732,749,681,Privado,M,5.4,510145
669,562,539,765,Municipalizado,M,5.3,510145
660,579,558,660,Subvencionado,M,1.0,510145
615,579,592,661,Subvencionado,M,4.7,520145
628,557,510,619,Municipalizado,M,1.8,510145
638,653,592,661,Subvencionado,F,4.7,510145
636,557,477,681,Subvencionado,M,2.9,510145
683,568,666,659,Subvencionado,F,3.3,520145
609,597,600,723,Subvencionado,F,2.3,510145
636,580,625,641,Subvencionado,M,3.2,530024
626,638,548,765,Municipalizado,M,1.0,510145
772,693,705,764,Subvencionado,M,5.5,520145
674,682,647,785,Subvencionado,M,4.3,520145
717,531,617,597,Municipalizado,M,4.2,530024
566,495,516,619,Subvencionado,F,2.1,520145
596,507,537,699,Municipalizado,M,3.1,520145
666,626,634,475,Subvencionado,M,3.4,520145
645,583,647,640,Municipalizado,M,3.4,530024
630,651,592,641,Subvencionado,F,1.0,530024
615,682,618,640,Municipalizado,F,1.0,530024
701,586,641,496,Municipalizado,M,3.1,520145
752,675,684,722,Subvencionado,M,6.2,510145
599,507,531,600,Subvencionado,M,4.2,520145
717,532,617,598,Municipalizado,M,4.2,530024
712,646,553,743,Subvencionado,M,4.9,530024
592,581,542,578,Subvencionado,M,1.8,520145
686,670,648,703,Subvencionado,M,4.1,520145
665,625,633,476,Subvencionado,M,1.0,520145
689,625,613,619,Privado,M,2.9,520145
629,527,606,660,Subvencionado,F,1.4,510145
639,608,581,681,Subvencionado,M,1.8,520145
647,631,602,743,Subvencionado,M,5.5,510145
678,596,535,745,Municipalizado,M,4.3,520145
645,584,563,682,Subvencionado,F,5.2,520145
773,681,756,804,Subvencionado,M,6.3,530024
669,614,588,721,Subvencionado,M,5.0,530024
669,581,606,579,Subvencionado,M,2.3,510145
681,674,680,619,Subvencionado,M,3.7,530024
664,625,693,641,Privado,M,4.6,510145
647,602,621,600,Municipalizado,M,4.0,510145
595,576,601,722,Subvencionado,F,2.8,510145
596,696,597,619,Subvencionado,F,1.0,510145
585,657,567,538,Subvencionado,M,1.0,510145
623,585,727,723,Subvencionado,M,4.2,510145
646,667,613,579,Subvencionado,M,4.6,520145
773,682,734,702,Subvencionado,M,6.0,530024
713,757,666,723,Privado,M,4.2,510145
718,700,671,578,Subvencionado,M,4.4,510145
665,626,634,475,Subvencionado,M,2.0,520145
701,699,680,722,Subvencionado,F,5.6,530024
688,625,614,620,Privado,M,4.1,510145
611,626,629,618,Municipalizado,M,2.4,510145
660,651,603,496,Privado,M,2.9,520145
811,689,680,682,Privado,M,4.7,510145
652,585,627,701,Subvencionado,M,3.9,530024
831,624,607,682,Subvencionado,M,1.0,510145
618,682,589,660,Municipalizado,F,1.8,510145
702,532,569,681,Subvencionado,M,4.3,530024
756,597,683,599,Municipalizado,M,3.4,510145
829,693,726,702,Privado,M,5.9,530024
657,590,528,702,Subvencionado,M,4.0,520145
717,596,684,475,Municipalizado,M,6.1,520145
645,582,647,640,Municipalizado,M,3.5,530024
566,495,517,620,Subvencionado,F,3.3,510145
616,537,582,681,Subvencionado,M,2.9,510145
650,692,592,640,Subvencionado,M,3.4,530024
669,585,636,454,Privado,M,5.8,510145
635,551,587,516,Municipalizado,M,1.0,520145
601,652,562,598,Municipalizado,M,2.1,520145
602,552,557,580,Subvencionado,M,2.4,510145
829,625,628,579,Subvencionado,M,4.5,510145
649,692,591,642,Subvencionado,M,4.9,530024
684,569,666,662,Subvencionado,F,3.3,520145
652,618,568,458,Privado,M,2.0,520145
728,659,556,558,Subvencionado,M,4.3,520145
690,632,669,743,Subvencionado,M,4.0,510145
681,692,595,723,Subvencionado,F,2.8,510145
653,595,682,619,Subvencionado,M,4.1,520145
701,658,679,682,Privado,M,5.2,530024
812,542,660,579,Subvencionado,M,5.8,510145
713,619,727,744,Privado,F,4.6,510145
617,651,559,557,Privado,F,2.3,530024
666,693,662,621,Subvencionado,M,4.9,520145
682,681,676,702,Privado,M,4.0,510145
629,529,563,495,Subvencionado,M,3.3,530024
657,715,657,702,Subvencionado,M,4.0,520145
628,566,616,661,Municipalizado,M,1.0,510145
605,532,492,600,Municipalizado,M,2.0,510145
831,732,669,702,Subvencionado,M,5.5,510145
629,558,559,580,Privado,M,5.1,510145
648,553,592,558,Subvencionado,M,3.4,510145
713,591,619,578,Subvencionado,M,5.5,510145
679,530,656,641,Subvencionado,M,4.8,530024
633,595,602,701,Subvencionado,F,4.1,520145
718,624,657,784,Municipalizado,M,4.2,510145
685,591,663,598,Subvencionado,M,2.7,520145
633,593,595,518,Subvencionado,M,4.0,520145
756,645,634,742,Subvencionado,M,4.2,510145
677,659,672,660,Privado,M,2.9,510145
609,582,636,662,Municipalizado,M,3.6,510145
623,579,585,661,Subvencionado,M,3.0,510145
599,651,539,701,Subvencionado,F,3.3,510145
625,627,601,520,Municipalizado,M,3.7,530024
656,561,614,434,Subvencionado,M,2.5,510145
672,633,560,579,Subvencionado,M,2.7,510145
682,650,630,682,Subvencionado,M,2.7,510145
608,625,570,661,Subvencionado,M,4.4,520145
657,646,645,682,Municipalizado,F,4.6,510145
659,602,603,620,Subvencionado,M,1.0,510145
717,731,625,661,Subvencionado,M,4.0,510145
602,557,548,600,Subvencionado,M,3.8,510145
613,579,629,641,Municipalizado,M,4.8,520145
638,651,591,660,Subvencionado,F,4.7,510145
681,542,529,682,Subvencionado,M,4.0,520145
569,674,552,517,Subvencionado,M,1.4,520145
645,690,613,660,Subvencionado,F,4.0,510145
830,690,638,598,Subvencionado,M,4.8,530024
713,630,657,704,Subvencionado,M,4.9,510145
678,722,706,722,Subvencionado,M,3.7,510145
712,596,666,723,Subvencionado,M,6.0,520145
681,614,622,537,Subvencionado,M,4.1,520145
585,562,592,702,Subvencionado,M,4.0,520145
700,566,568,516,Privado,M,3.8,510145
641,551,621,659,Municipalizado,M,3.6,520145
582,592,606,723,Subvencionado,M,5.0,510145
657,715,658,701,Subvencionado,M,4.6,510145
600,595,517,496,Subvencionado,M,2.6,510145
770,682,720,661,Privado,M,6.3,510145
651,659,641,742,Municipalizado,M,4.2,510145
645,612,600,640,Municipalizado,M,1.0,520145
773,651,683,681,Subvencionado,M,4.2,510145
702,613,684,744,Subvencionado,M,4.5,520145
